id_cliente;nome_sobrenome;nome;sobrenome;email;sexo;idade;cidade_cliente_nome;profissao_nome;modalidade;altura;peso;tipo_roteiro_nome;cidade_inicio;dias_roteiro;etapas_roteiro;data_inicio_roteiro;data_final_roteiro;valor_orcado;valor_real;Coluna1;tipo_hospedagem;acompanhantes;transporte_inicio;transporte_final;transporte_mochila;tour_santiago;motivacao
107;Fabiana Namba Seraphim;Fabiana;Seraphim;fabiana_seraphim@hotmail.com;Female;36;Belém;Motorista;autoguiado;1,84;90,5;A pe;Porto;17;12;07/06/2020;24/06/2020;2128;1,23;2613,75;Standard;6;sim;sim;sim;sim;Espiritual
114;7. Gabriel Alves;Gabriel;Alves;gabriel.alves@hotmail.com;Male;58;São Paulo;Designer;autoguiado;1,91;86,5;A pe;Porto;17;12;02/08/2024;19/08/2024;1849;1,29;2376,51;Standard;8;sim;sim;sim;sim;Espiritual
121;14. Larissa Rocha;Larissa;Rocha;larissa_rocha@hotmail.com;Male;59;Curitiba;Auxiliar administrativo;autoguiado;1,84;91,4;A pe;Porto;17;12;10/01/2018;27/01/2018;1937;1,21;2347,98;Standard;5;sim;sim;sim;sim;Auto-conhecimento
142;35. Matheus Farias;Matheus;Farias;matheusfarias13@gmail.com;Female;28;Goiânia;Analista de dados;guiado;1,80;88,1;A pe;Porto;17;12;22/12/2018;08/01/2019;2174;0,99;2144,29;Standard;4;sim;sim;sim;sim;Cultural
164;57. Caio Rezende;Caio;Rezende;rezende.caio@hotmail.com;Female;31;Nova Iguaçu;Técnico de informática;autoguiado;2,03;101,8;A pe;Porto;17;12;13/05/2022;30/05/2022;2387;0,99;2364,92;Standard;6;sim;não;sim;sim;Cultural
195;88. Bruno Salgado;Bruno;Salgado;brunosalgado71@yahoo.com;Female;63;Nova Iguaçu;Economista;autoguiado;1,68;73,4;A pe;Porto;17;12;15/10/2017;01/11/2017;2374;1,07;2537,66;Standard;2;sim;sim;sim;sim;Aventura
207;100. Natalia Pacheco;Natalia;Pacheco;pacheco.natalia@gmail.com;Male;52;São Paulo;Auxiliar administrativo;guiado;1,86;78,7;A pe;Porto;17;12;21/05/2025;07/06/2025;2352;1,24;2920,36;Standard;1;sim;não;não;sim;Auto-conhecimento
219;112. Juliana Andrade;Juliana;Andrade;juliana_andrade@outlook.com;Male;34;Belo Horizonte;Atendente;guiado;1,93;92,6;A pe;Porto;17;12;10/10/2024;27/10/2024;1848;1,13;2085,74;Standard;8;sim;sim;sim;sim;Cultural
233;126. Felipe Fernandes;Felipe;Fernandes;fernandes.felipe@hotmail.com;Female;60;Belém;Enfermeiro;autoguiado;1,74;77,9;A pe;Porto;17;12;16/02/2017;05/03/2017;2188;0,99;2168,69;Standard;8;sim;sim;sim;não;Cultural
238;131. Mariana Fernandes;Mariana;Fernandes;mariana.fernandes@yahoo.com;Polygender;29;Belo Horizonte;Psicólogo;grupo;1,79;87,4;A pe;Porto;17;12;04/11/2023;21/11/2023;1995;1,35;2687,09;Standard;2;sim;sim;sim;sim;Cultural
243;136. Beatriz Fernandes;Beatriz;Fernandes;beatriz.fernandes@yahoo.com;Female;64;São Paulo;Motorista;autoguiado;1,96;100,6;A pe;Porto;17;12;10/02/2026;27/02/2026;2091;1,00;2089,06;Standard;3;sim;sim;sim;sim;Cultural
260;153. Camila Barbosa;Camila;Barbosa;barbosa.camila@outlook.com;Female;48;Salvador;Motorista;guiado;1,66;68,3;A pe;Porto;17;12;15/07/2024;01/08/2024;2301;0,99;2283,59;Standard;10;sim;sim;sim;sim;Espiritual
262;155. Amanda Barbosa;Amanda;Barbosa;amandabarbosa73@yahoo.com;Female;29;São Luís;Atendente;guiado;1,71;79,6;A pe;Porto;17;12;21/11/2023;08/12/2023;2361;1,00;2356,34;Standard;2;sim;sim;sim;sim;Aventura
285;178. Renata Ribeiro;Renata;Ribeiro;renata_ribeiro@gmail.com;Male;43;Maceió;Médico;grupo;1,84;87,2;A pe;Porto;17;12;26/07/2024;12/08/2024;1852;1,30;2407,00;Standard;5;sim;sim;sim;sim;Auto-conhecimento
297;190. André Carvalho;André;Carvalho;andré.carvalho@hotmail.com;Male;51;São Gonçalo;Enfermeiro;guiado;1,70;69,0;A pe;Porto;17;12;13/09/2019;30/09/2019;2260;0,99;2238,72;Standard;10;não;sim;sim;sim;Auto-conhecimento
316;209. Gustavo Teixeira;Gustavo;Teixeira;gustavo_teixeira@gmail.com;Male;56;Belém;Dentista;grupo;1,82;84,7;A pe;Porto;17;12;24/06/2017;11/07/2017;2460;1,04;2546,99;Standard;8;sim;sim;sim;sim;Espiritual
322;215. Amanda Teixeira;Amanda;Teixeira;amanda.teixeira@gmail.com;Female;69;São Paulo;Engenheiro;guiado;1,69;69,2;A pe;Porto;17;12;29/05/2019;15/06/2019;1848;1,07;1976,65;Standard;4;sim;sim;sim;sim;Cultural
353;246. Felipe Castro;Felipe;Castro;felipe.castro@gmail.com;Polygender;46;Goiânia;Vendedor;autoguiado;2,02;95,6;A pe;Porto;17;12;17/08/2018;03/09/2018;2474;0,99;2458,97;Standard;5;sim;sim;sim;sim;Cultural
355;248. Daniel Castro;Daniel;Castro;daniel.castro@gmail.com;Non-binary;55;Salvador;Técnico de informática;guiado;1,93;103,3;A pe;Porto;17;12;16/09/2026;03/10/2026;1982;1,22;2412,01;Superior;3;sim;sim;sim;sim;Cultural
358;251. Mariana Castro;Mariana;Castro;castro.mariana@gmail.com;Female;28;Salvador;Atendente;autoguiado;1,99;103,7;A pe;Porto;17;12;19/03/2017;05/04/2017;2393;1,30;3110,55;Superior;4;sim;não;sim;não;Aventura
367;260. Daniela Castro;Daniela;Castro;castro.daniela@yahoo.com;Polygender;45;Natal;Engenheiro;grupo;2,00;107,1;A pe;Porto;17;12;07/09/2019;24/09/2019;2465;1,13;2790,06;Standard;9;sim;sim;sim;sim;Aventura
370;263. Lucas Rocha;Lucas;Rocha;lucas_rocha@outlook.com;Male;40;Curitiba;Vendedor;grupo;1,85;81,7;A pe;Porto;17;12;21/12/2024;07/01/2025;2003;1,34;2682,46;Standard;5;sim;sim;sim;sim;Espiritual
388;281. João Mendes;João;Mendes;joãomendes43@hotmail.com;Female;36;Curitiba;Cientista de dados;autoguiado;1,90;90,5;A pe;Porto;17;12;13/03/2018;30/03/2018;2366;1,24;2927,62;Superior;3;sim;sim;sim;sim;Aventura
396;289. Gustavo Mendes;Gustavo;Mendes;mendes.gustavo@hotmail.com;Female;39;São Gonçalo;Médico;autoguiado;2,05;98,5;A pe;Porto;17;12;11/07/2017;28/07/2017;2125;1,18;2512,99;Standard;9;sim;sim;sim;não;Auto-conhecimento
439;332. Juliana Duarte;Juliana;Duarte;julianaduarte88@yahoo.com;Male;66;Porto Alegre;Enfermeiro;autoguiado;1,98;103,6;A pe;Porto;17;12;10/07/2019;27/07/2019;2452;1,17;2857,50;Standard;6;sim;sim;sim;não;Auto-conhecimento
457;350. André Moreira;André;Moreira;moreira.andré@outlook.com;Female;49;São Paulo;Farmacêutico;autoguiado;1,81;73,9;A pe;Porto;17;12;03/02/2018;20/02/2018;2422;0,99;2395,76;Standard;10;não;sim;sim;sim;Espiritual
502;395. Amanda Tavares;Amanda;Tavares;tavares.amanda@outlook.com;Male;54;Brasília;Vendedor;autoguiado;1,71;66,6;A pe;Porto;17;12;15/07/2022;01/08/2022;2485;0,99;2453,12;Superior;1;sim;sim;sim;sim;Auto-conhecimento
505;398. Renata Tavares;Renata;Tavares;tavares.renata@outlook.com;Female;50;Rio de Janeiro;Atendente;guiado;1,90;79,6;A pe;Porto;17;12;21/04/2020;08/05/2020;1956;1,00;1946,23;Superior;8;sim;sim;sim;sim;Aventura
506;399. Patricia Tavares;Patricia;Tavares;patriciatavares44@gmail.com;Female;22;Brasília;Professor;autoguiado;1,69;79,9;A pe;Porto;17;12;24/01/2021;10/02/2021;2490;1,15;2875,55;Standard;5;sim;sim;sim;sim;Aventura
532;425. Gabriel Batista;Gabriel;Batista;gabrielbatista87@outlook.com;Male;32;São Paulo;Técnico de informática;autoguiado;2,10;112,1;A pe;Porto;17;12;03/09/2020;20/09/2020;2408;1,31;3157,80;Superior;10;sim;sim;sim;sim;Auto-conhecimento
533;426. Felipe Batista;Felipe;Batista;felipe_batista@yahoo.com;Male;71;Santo André;Técnico de informática;autoguiado;1,98;96,4;A pe;Porto;17;12;15/06/2018;02/07/2018;2406;1,31;3160,00;Standard;10;sim;sim;sim;sim;Cultural
538;431. Mariana Batista;Mariana;Batista;mariana_batista@yahoo.com;Male;28;Belo Horizonte;Auxiliar administrativo;autoguiado;1,69;67,5;A pe;Porto;17;12;18/11/2023;05/12/2023;2272;1,18;2681,11;Standard;5;sim;sim;sim;sim;Espiritual
541;434. Larissa Batista;Larissa;Batista;larissa_batista@yahoo.com;Female;57;Rio de Janeiro;Psicólogo;guiado;1,63;58,9;A pe;Porto;17;12;04/04/2018;21/04/2018;2030;1,06;2147,00;Standard;4;sim;sim;sim;sim;Auto-conhecimento
543;436. Beatriz Batista;Beatriz;Batista;beatriz_batista@outlook.com;Male;63;Rio de Janeiro;Vendedor;autoguiado;2,07;94,6;A pe;Porto;17;12;15/03/2025;01/04/2025;2494;0,99;2479,39;Standard;6;sim;sim;sim;sim;Cultural
548;441. João Nogueira;João;Nogueira;joão_nogueira@hotmail.com;Male;50;São Paulo;Farmacêutico;guiado;1,69;68,6;A pe;Porto;17;12;11/07/2019;28/07/2019;2473;0,98;2429,34;Standard;2;sim;sim;não;não;Auto-conhecimento
572;465. Gabriel Figueiredo;Gabriel;Figueiredo;gabriel.figueiredo@yahoo.com;Polygender;57;Guarulhos;Vendedor;autoguiado;1,79;76,0;A pe;Porto;17;12;02/03/2020;19/03/2020;2347;0,99;2322,25;Standard;5;sim;sim;sim;sim;Aventura
599;492. Juliana Cavalheiro;Juliana;Cavalheiro;juliana.cavalheiro@outlook.com;Female;48;Rio de Janeiro;Técnico de informática;autoguiado;2,06;104,7;A pe;Porto;17;12;26/06/2021;13/07/2021;1936;1,05;2024,53;Standard;5;sim;não;sim;sim;Cultural
623;Patricia Teixeira;Patricia;Teixeira;patriciateixeira94@outlook.com;Female;28;Natal;Psicólogo;autoguiado;1,95;88,6;A pe;Porto;17;12;10/02/2021;27/02/2021;1948;1,01;1970,25;Superior;10;sim;sim;sim;sim;Auto-conhecimento
635;Bianca Duarte;Bianca;Duarte;bianca.duarte@outlook.com;Male;48;Belo Horizonte;Analista de dados;autoguiado;1,87;88,5;A pe;Porto;17;12;13/05/2023;30/05/2023;1810;0,99;1790,23;Superior;5;sim;sim;sim;sim;Aventura
636;André Ramos;André;Ramos;andré_ramos@gmail.com;Male;40;São Gonçalo;Vendedor;guiado;1,93;101,3;A pe;Porto;17;12;16/09/2026;03/10/2026;1952;1,00;1944,54;Superior;1;sim;sim;sim;sim;Cultural
700;Thais Cabral;Thais;Cabral;cabral.thais@gmail.com;Male;28;Brasília;Nutricionista;guiado;1,81;75,0;A pe;Porto;17;12;25/07/2025;11/08/2025;2380;1,09;2605,73;Superior;8;sim;sim;sim;sim;Auto-conhecimento
714;Felipe Andrade;Felipe;Andrade;felipeandrade59@outlook.com;Female;39;Brasília;Arquiteto;guiado;1,74;79,5;A pe;Porto;17;12;07/09/2023;24/09/2023;1815;1,32;2388,33;Standard;5;sim;sim;não;sim;Cultural
721;Larissa Andrade;Larissa;Andrade;larissa_andrade@outlook.com;Female;28;Brasília;Psicólogo;grupo;2,05;111,9;A pe;Porto;17;12;14/03/2024;31/03/2024;2409;1,33;3200,24;Standard;1;sim;sim;sim;sim;Espiritual
770;Lucas Ribeiro;Lucas;Ribeiro;lucas_ribeiro@hotmail.com;Male;31;Rio de Janeiro;Motorista;guiado;1,90;88,2;A pe;Porto;17;12;10/12/2018;27/12/2018;2082;1,07;2223,81;Standard;6;sim;sim;sim;sim;Espiritual
775;Daniel Ribeiro;Daniel;Ribeiro;danielribeiro23@outlook.com;Female;30;Campinas;Professor;guiado;1,77;81,7;A pe;Porto;17;12;30/05/2023;16/06/2023;2171;1,15;2499,10;Standard;8;sim;sim;sim;sim;Aventura
783;Beatriz Ribeiro;Beatriz;Ribeiro;beatriz_ribeiro@gmail.com;Female;37;Teresina;Advogado;guiado;2,02;111,2;A pe;Porto;17;12;13/10/2025;30/10/2025;2427;1,09;2657,14;Standard;1;sim;sim;sim;não;Espiritual
786;Patricia Ribeiro;Patricia;Ribeiro;ribeiro.patricia@outlook.com;Female;61;São Paulo;Farmacêutico;guiado;1,90;90,3;A pe;Porto;17;12;17/11/2019;04/12/2019;2217;1,00;2215,68;Standard;4;sim;sim;sim;sim;Cultural
805;Renata Carvalho;Renata;Carvalho;carvalho.renata@gmail.com;Female;56;São Paulo;Motorista;autoguiado;1,72;67,9;A pe;Porto;17;12;08/11/2020;25/11/2020;2134;1,29;2762,93;Standard;10;sim;sim;sim;sim;Cultural
815;Daniel Teixeira;Daniel;Teixeira;teixeira.daniel@hotmail.com;Female;27;Teresina;Arquiteto;guiado;1,72;82,2;A pe;Porto;17;12;26/12/2018;12/01/2019;2318;0,98;2275,92;Superior;7;não;não;sim;sim;Cultural
836;Gustavo Lopes;Gustavo;Lopes;lopes.gustavo@hotmail.com;Male;40;São Paulo;Vendedor;autoguiado;2,06;100,0;A pe;Porto;17;12;16/03/2024;02/04/2024;2292;1,20;2749,55;Standard;2;sim;sim;sim;não;Aventura
849;Pedro Castro;Pedro;Castro;castro.pedro@gmail.com;Male;31;Brasília;Motorista;autoguiado;1,61;63,3;A pe;Porto;17;12;13/04/2018;30/04/2018;1834;0,98;1800,59;Standard;4;sim;sim;sim;sim;Auto-conhecimento
869;Pedro Rocha;Pedro;Rocha;pedro_rocha@gmail.com;Male;47;Curitiba;Atendente;autoguiado;2,02;101,1;A pe;Porto;17;12;13/12/2018;30/12/2018;1968;1,34;2640,11;Standard;4;sim;sim;sim;sim;Espiritual
879;Juliana Rocha;Juliana;Rocha;rocha.juliana@hotmail.com;Non-binary;25;Goiânia;Auxiliar administrativo;autoguiado;1,90;82,9;A pe;Porto;17;12;18/04/2021;05/05/2021;2023;1,15;2323,66;Standard;4;não;sim;sim;sim;Cultural
898;Mariana Mendes;Mariana;Mendes;mariana_mendes@yahoo.com;Female;71;Manaus;Jornalista;guiado;1,68;72,6;A pe;Porto;17;12;13/12/2024;30/12/2024;2079;1,15;2390,11;Standard;3;sim;sim;sim;sim;Auto-conhecimento
946;Patricia Duarte;Patricia;Duarte;patricia.duarte@gmail.com;Male;53;São Paulo;Enfermeiro;autoguiado;1,82;84,4;A pe;Porto;17;12;20/02/2017;09/03/2017;2162;1,07;2314,43;Superior;5;não;sim;sim;sim;Espiritual
962;Amanda Moreira;Amanda;Moreira;moreira.amanda@hotmail.com;Male;70;Recife;Atendente;autoguiado;1,66;65,1;A pe;Porto;17;12;15/10/2017;01/11/2017;2333;1,15;2683,71;Superior;10;sim;sim;sim;sim;Aventura
969;Pedro Barros;Pedro;Barros;barros.pedro@hotmail.com;Male;32;São Paulo;Auxiliar administrativo;grupo;1,68;64,1;A pe;Porto;17;12;13/11/2022;30/11/2022;2415;1,07;2586,65;Superior;7;sim;sim;sim;não;Auto-conhecimento
973;Felipe Barros;Felipe;Barros;felipe.barros@outlook.com;Bigender;37;Rio de Janeiro;Auxiliar administrativo;guiado;1,68;63,0;A pe;Porto;17;12;21/01/2026;07/02/2026;2385;1,28;3060,89;Standard;5;não;sim;sim;sim;Cultural
983;Beatriz Barros;Beatriz;Barros;beatriz.barros@yahoo.com;Female;48;Salvador;Vendedor;guiado;1,65;61,0;A pe;Porto;17;12;26/07/2022;12/08/2022;2060;0,99;2030,88;Standard;10;sim;sim;sim;não;Espiritual
990;Lucas Tavares;Lucas;Tavares;tavares.lucas@gmail.com;Female;29;Teresina;Astrônomo;autoguiado;1,79;71,8;A pe;Porto;17;12;31/03/2025;17/04/2025;2225;1,30;2883,74;Superior;10;não;sim;sim;sim;Cultural
995;Daniel Tavares;Daniel;Tavares;daniel.tavares@yahoo.com;Agender;22;São Gonçalo;Contador;autoguiado;1,88;87,7;A pe;Porto;17;12;29/06/2023;16/07/2023;2281;1,28;2917,74;Standard;9;sim;sim;sim;sim;Espiritual
998;Mariana Tavares;Mariana;Tavares;marianatavares72@gmail.com;Female;45;São Paulo;Advogado;grupo;2,03;112,9;A pe;Porto;17;12;08/05/2024;25/05/2024;2037;0,99;2010,13;Standard;2;sim;sim;sim;sim;Aventura
2;Airton Cavalheiro;Airton;Cavalheiro;airton_cavalheiro@gmail.com;Male;62;Manaus;Auxiliar administrativo;autoguiado;1,91;94,0;A pe;Sarria;10;5;01/01/2023;11/01/2023;1440;0,99;1419,63;Superior;5;sim;sim;sim;sim;Auto-conhecimento
3;Airton Cavalheiro;Airton;Cavalheiro;airton.cavalheiro@hotmail.com;Male;51;São Paulo;Professor;grupo;1,81;81,6;A pe;Sarria;10;5;18/01/2017;28/01/2017;1580;1,13;1790,77;Standard;7;sim;sim;sim;sim;Cultural
4;Sandra Six Herrerias Madeira;Sandra;Madeira;sandramadeira10@gmail.com;Male;24;São Paulo;Vendedor;autoguiado;1,87;93,5;A pe;Sarria;10;5;02/07/2018;12/07/2018;1564;1,00;1560,23;Standard;10;sim;sim;sim;sim;Aventura
6;LILIANE PACOR PELISSON;LILIANE;PELISSON;liliane.pelisson@hotmail.com;Female;58;Brasília;Vendedor;grupo;1,72;65,5;A pe;Sarria;10;5;20/10/2023;30/10/2023;1598;1,00;1597,84;Superior;3;sim;sim;sim;sim;Auto-conhecimento
18;Violeta Serizawa da Silva;Violeta;Silva;violetasilva39@hotmail.com;Male;38;Teresina;Piloto;autoguiado;2,09;107,0;A pe;Sarria;10;5;31/10/2026;10/11/2026;1173;1,01;1181,10;Superior;1;sim;sim;sim;sim;Cultural
36;MAURICIO MENDES;MAURICIO;MENDES;mauricio.mendes@yahoo.com;Male;61;São Paulo;Contador;grupo;2,01;98,4;A pe;Sarria;10;5;05/02/2019;15/02/2019;1447;1,09;1570,75;Standard;2;sim;sim;não;sim;Cultural
41;Vanessa Cristina Hilario Gaia;Vanessa;Gaia;vanessa_gaia@hotmail.com;Bigender;65;Rio de Janeiro;Médico;grupo;1,69;76,9;A pe;Sarria;10;5;05/05/2019;15/05/2019;1073;0,98;1053,14;Standard;4;sim;sim;sim;sim;Auto-conhecimento
55;Thales Machado;Thales;Machado;machado.thales@hotmail.com;Female;30;Salvador;Auxiliar administrativo;autoguiado;1,85;94,4;A pe;Sarria;10;5;21/04/2017;01/05/2017;1075;0,99;1066,71;Standard;6;sim;sim;sim;sim;Cultural
57;Marcelo Gaia de Oliveira;Marcelo;Oliveira;oliveira.marcelo@hotmail.com;Female;34;Recife;Médico;guiado;1,64;65,9;A pe;Sarria;10;5;14/04/2021;24/04/2021;1276;1,01;1288,21;Standard;7;não;sim;sim;sim;Aventura
97;Miguel Alixandre Neto;Miguel;Neto;neto.miguel@yahoo.com;Genderqueer;63;Natal;Engenheiro;guiado;1,83;93,2;A pe;Sarria;10;5;24/03/2026;03/04/2026;1063;1,17;1240,78;Superior;10;sim;sim;não;sim;Auto-conhecimento
100;Ellen Mara de Barros Filipini;Ellen;Filipini;filipini.ellen@yahoo.com;Male;72;Natal;Advogado;autoguiado;2,02;96,6;A pe;Sarria;10;5;26/03/2020;05/04/2020;1350;0,99;1336,19;Standard;7;sim;sim;sim;sim;Auto-conhecimento
108;1. João Silva;João;Silva;joão_silva@gmail.com;Female;46;Goiânia;Atendente;guiado;1,85;89,6;A pe;Sarria;10;5;07/09/2019;17/09/2019;1408;1,24;1747,34;Standard;2;sim;sim;sim;sim;Auto-conhecimento
110;3. Pedro Oliveira;Pedro;Oliveira;oliveira.pedro@yahoo.com;Female;68;São Paulo;Enfermeiro;autoguiado;1,94;96,8;A pe;Sarria;10;5;19/11/2023;29/11/2023;1266;1,06;1339,01;Standard;3;sim;sim;sim;sim;Espiritual
113;6. Juliana Ferreira;Juliana;Ferreira;julianaferreira84@hotmail.com;Male;29;Duque de Caxias;Professor;autoguiado;1,82;81,6;A pe;Sarria;10;5;16/10/2026;26/10/2026;1508;1,24;1864,55;Standard;1;sim;sim;sim;sim;Aventura
118;11. Bruno Ribeiro;Bruno;Ribeiro;bruno.ribeiro@yahoo.com;Female;52;Jaboatão;Auxiliar administrativo;guiado;1,88;85,7;A pe;Sarria;10;5;23/10/2023;02/11/2023;1472;1,23;1803,53;Standard;3;sim;sim;não;sim;Auto-conhecimento
129;22. Aline Cardoso;Aline;Cardoso;cardoso.aline@gmail.com;Male;25;São Paulo;Técnico de informática;grupo;1,73;69,1;A pe;Sarria;10;5;15/06/2026;25/06/2026;1085;1,35;1459,67;Standard;5;sim;sim;sim;sim;Auto-conhecimento
140;33. Leonardo Castro;Leonardo;Castro;leonardo.castro@yahoo.com;Male;46;Goiânia;Técnico de informática;autoguiado;1,65;62,5;A pe;Sarria;10;5;06/11/2023;16/11/2023;1351;1,31;1774,06;Superior;1;sim;sim;sim;sim;Cultural
149;42. Mariana Lemos;Mariana;Lemos;mariana.lemos@yahoo.com;Agender;59;Fortaleza;Farmacêutico;autoguiado;1,62;68,3;A pe;Sarria;10;5;09/09/2021;19/09/2021;1500;1,35;2024,09;Standard;10;sim;sim;sim;sim;Cultural
151;44. Isabela Aguiar;Isabela;Aguiar;isabela_aguiar@gmail.com;Male;60;Duque de Caxias;Motorista;guiado;2,02;90,8;A pe;Sarria;10;5;03/03/2018;13/03/2018;1556;1,25;1944,13;Standard;10;sim;sim;sim;sim;Aventura
160;53. Jorge Barreto;Jorge;Barreto;jorge.barreto@gmail.com;Female;58;Rio de Janeiro;Vendedor;grupo;1,88;87,0;A pe;Sarria;10;5;04/03/2025;14/03/2025;1037;1,15;1192,59;Standard;6;sim;sim;não;sim;Espiritual
166;59. Otavio Sales;Otavio;Sales;otavio_sales@gmail.com;Bigender;32;São Paulo;Programador;grupo;1,85;84,0;A pe;Sarria;10;5;30/06/2025;10/07/2025;1535;0,98;1506,39;Standard;5;sim;sim;sim;sim;Aventura
176;69. Douglas Braga;Douglas;Braga;douglasbraga16@yahoo.com;Male;71;Salvador;Arquiteto;guiado;1,88;93,1;A pe;Sarria;10;5;04/02/2017;14/02/2017;1145;1,31;1499,91;Superior;10;sim;sim;sim;sim;Auto-conhecimento
184;77. Maurício Valente;Maurício;Valente;maurício.valente@yahoo.com;Female;25;São Paulo;Auxiliar administrativo;autoguiado;1,75;85,6;A pe;Sarria;10;5;23/05/2025;02/06/2025;1240;1,07;1324,16;Superior;1;sim;sim;sim;sim;Aventura
194;87. Yuri Seabra;Yuri;Seabra;yuriseabra44@yahoo.com;Female;38;Goiânia;Designer;autoguiado;1,89;92,5;A pe;Sarria;10;5;21/11/2022;01/12/2022;1586;1,24;1961,19;Standard;5;sim;sim;sim;sim;Espiritual
198;91. Letícia Saraiva;Letícia;Saraiva;letícia.saraiva@outlook.com;Male;26;São Paulo;Arquiteto;grupo;1,99;99,2;A pe;Sarria;10;5;22/02/2023;04/03/2023;1141;1,10;1255,02;Standard;8;sim;sim;sim;sim;Espiritual
212;105. Pedro Andrade;Pedro;Andrade;andrade.pedro@hotmail.com;Male;58;São Gonçalo;Motorista;guiado;1,69;77,1;A pe;Sarria;10;5;04/04/2017;14/04/2017;1519;1,28;1944,38;Superior;2;sim;sim;sim;sim;Cultural
236;129. Gustavo Fernandes;Gustavo;Fernandes;gustavo.fernandes@hotmail.com;Female;30;São Paulo;Designer;guiado;1,83;87,8;A pe;Sarria;10;5;30/07/2024;09/08/2024;1065;1,21;1291,59;Standard;9;sim;sim;sim;sim;Aventura
239;132. Juliana Fernandes;Juliana;Fernandes;fernandes.juliana@yahoo.com;Genderfluid;35;São Paulo;Programador;autoguiado;2,02;106,0;A pe;Sarria;10;5;18/06/2026;28/06/2026;1496;0,99;1476,92;Standard;8;sim;não;sim;sim;Cultural
252;145. Gabriel Barbosa;Gabriel;Barbosa;gabrielbarbosa37@yahoo.com;Female;58;Manaus;Pesquisador;autoguiado;2,10;98,1;A pe;Sarria;10;5;22/11/2022;02/12/2022;1228;1,20;1473,14;Standard;4;sim;sim;sim;sim;Cultural
270;163. Lucas Ribeiro;Lucas;Ribeiro;lucasribeiro69@yahoo.com;Male;37;Manaus;Vendedor;guiado;1,86;83,9;A pe;Sarria;10;5;28/07/2025;07/08/2025;1572;1,25;1971,89;Standard;4;sim;sim;sim;não;Cultural
280;173. Camila Ribeiro;Camila;Ribeiro;camila.ribeiro@gmail.com;Male;52;São Gonçalo;Economista;guiado;1,85;84,5;A pe;Sarria;10;5;12/10/2021;22/10/2021;1497;1,00;1495,07;Superior;2;sim;sim;sim;sim;Auto-conhecimento
283;176. Beatriz Ribeiro;Beatriz;Ribeiro;ribeiro.beatriz@outlook.com;Male;32;Rio de Janeiro;Designer;autoguiado;1,60;66,4;A pe;Sarria;10;5;05/03/2017;15/03/2017;1223;1,00;1219,80;Standard;1;sim;sim;sim;sim;Espiritual
286;179. Patricia Ribeiro;Patricia;Ribeiro;ribeiro.patricia@gmail.com;Female;68;São Paulo;Professor;guiado;1,75;67,8;A pe;Sarria;10;5;07/01/2022;17/01/2022;1370;1,30;1775,50;Standard;6;sim;não;sim;sim;Cultural
300;193. Camila Carvalho;Camila;Carvalho;camila_carvalho@yahoo.com;Male;36;Brasília;Vendedor;autoguiado;2,03;92,2;A pe;Sarria;10;5;06/02/2023;16/02/2023;1300;1,05;1359,99;Standard;10;sim;sim;sim;sim;Cultural
317;210. André Teixeira;André;Teixeira;andré.teixeira@gmail.com;Male;26;Fortaleza;Contador;guiado;1,88;96,0;A pe;Sarria;10;5;27/06/2020;07/07/2020;1593;1,33;2124,96;Standard;10;sim;sim;sim;sim;Cultural
320;213. Camila Teixeira;Camila;Teixeira;teixeira.camila@hotmail.com;Male;68;Osasco;Vendedor;autoguiado;1,92;89,6;A pe;Sarria;10;5;08/05/2018;18/05/2018;1148;1,23;1414,76;Standard;3;sim;sim;sim;sim;Auto-conhecimento
328;221. João Lopes;João;Lopes;joão_lopes@outlook.com;Female;44;Rio de Janeiro;Engenheiro;grupo;1,70;77,4;A pe;Sarria;10;5;29/07/2020;08/08/2020;1548;0,99;1536,96;Standard;5;sim;sim;sim;sim;Cultural
331;224. Rafael Lopes;Rafael;Lopes;lopes.rafael@gmail.com;Female;72;Goiânia;Enfermeiro;autoguiado;1,90;90,5;A pe;Sarria;10;5;14/02/2023;24/02/2023;1600;0,98;1571,47;Standard;4;sim;sim;sim;não;Cultural
332;225. Gabriel Lopes;Gabriel;Lopes;gabriel.lopes@yahoo.com;Female;49;São Paulo;Psicólogo;autoguiado;1,61;57,3;A pe;Sarria;10;5;07/02/2026;17/02/2026;1383;0,98;1355,77;Standard;1;sim;sim;sim;não;Aventura
338;231. Mariana Lopes;Mariana;Lopes;mariana.lopes@gmail.com;Male;48;Belém;Enfermeiro;autoguiado;1,77;81,4;A pe;Sarria;10;5;12/05/2020;22/05/2020;1290;1,09;1408,32;Standard;10;sim;sim;sim;sim;Aventura
365;258. Renata Castro;Renata;Castro;renata.castro@yahoo.com;Male;46;Belo Horizonte;Atendente;autoguiado;1,80;80,9;A pe;Sarria;10;5;29/10/2022;08/11/2022;1166;1,28;1495,04;Superior;5;sim;sim;sim;não;Cultural
381;274. Larissa Rocha;Larissa;Rocha;larissarocha19@gmail.com;Genderqueer;45;Goiânia;Professor;autoguiado;1,61;58,5;A pe;Sarria;11;6;10/12/2025;21/12/2025;1383;1,10;1526,60;Superior;2;sim;sim;não;sim;Aventura
386;279. Patricia Rocha;Patricia;Rocha;patricia_rocha@outlook.com;Female;34;Guarulhos;Técnico de informática;guiado;1,90;87,4;A pe;Sarria;11;6;25/04/2021;06/05/2021;1303;1,22;1584,79;Standard;9;sim;sim;sim;sim;Cultural
